appliesTo,key,editorKind,sourceKind,quality,description
Sound,Control,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Control / Sound 暂未完成官方逐条核验；根据字段名、所属 Sound 声音对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Sound,FShift,Text,Yuri,name-inferred-yuri-20260603,推断型字段：FShift / Sound 暂未完成官方逐条核验；根据字段名、所属 Sound 声音对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Sound,Limit,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Limit / Sound 暂未完成官方逐条核验；根据字段名、所属 Sound 声音对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Sound,MinVolume,Text,Yuri,name-inferred-yuri-20260603,推断型字段：MinVolume / Sound 暂未完成官方逐条核验；根据字段名、所属 Sound 声音对象 上下文和既有社区资料线索，它可能用于数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Sound,Priority,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Priority / Sound 暂未完成官方逐条核验；根据字段名、所属 Sound 声音对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Sound,Type,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Type / Sound 暂未完成官方逐条核验；根据字段名、所属 Sound 声音对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Sound,Volume,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Volume / Sound 暂未完成官方逐条核验；根据字段名、所属 Sound 声音对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AARate,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AARate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Accelerates,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Accelerates / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Action,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Action / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AddPlanningModeCommandSound,Reference,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AddPlanningModeCommandSound / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Adjacent,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Adjacent / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIAllToHunt,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AIAllToHunt / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于列表型条件、允许/禁止关系或筛选规则，并可能涉及AI 行为、目标选择或威胁评估。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIAlternateProductionCreditCutoff,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIAlternateProductionCreditCutoff / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIAttackMoveTargetingDelay,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AIAttackMoveTargetingDelay / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及移动、寻路、部署或运动限制。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIAutoDeployFrameDelay,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIAutoDeployFrameDelay / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于部署、运输、乘员或形态切换，并可能涉及AI 行为、目标选择或威胁评估。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIBasePlanningSide,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIBasePlanningSide / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIBuildsWalls,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIBuildsWalls / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIBuildThis,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIBuildThis / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及AI 行为、目标选择或威胁评估。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIDifficulty,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIDifficulty / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIFireSale,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AIFireSale / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及武器、开火或投射表现。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIFireSaleDelay,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AIFireSaleDelay / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及武器、开火或投射表现。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIGuardAreaTargetingDelay,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AIGuardAreaTargetingDelay / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIIonCannonPlugValue,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIIonCannonPlugValue / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIIonCannonTempleValue,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIIonCannonTempleValue / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑，并可能涉及AI 行为、目标选择或威胁评估。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AINavalYardAdjacency,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AINavalYardAdjacency / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AINormalTargetingDelay,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AINormalTargetingDelay / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIParadropMission,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AIParadropMission / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑，并可能涉及AI 行为、目标选择或威胁评估。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIPickWallDefensePercent,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIPickWallDefensePercent / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIPlayers,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIPlayers / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Aircraft.DefaultDigitalDisplayTypes,MultiSelect,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Aircraft.DefaultDigitalDisplayTypes / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及图像、动画、炮口坐标或 UI 表现。通常按逗号分隔的枚举/列表值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AircraftCostBonus,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AircraftCostBonus / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AircraftFogReveal,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AircraftFogReveal / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIRestrictReplaceTime,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIRestrictReplaceTime / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于数值阈值、间隔、次数或概率参数，并可能涉及AI 行为、目标选择或威胁评估。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AirRangeBonus,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AirRangeBonus / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AirShadowBaseScale,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AirShadowBaseScale / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Airspeed,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Airspeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AISuperDefenseDistance,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AISuperDefenseDistance / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AITriggerFailureWeightDelta,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AITriggerFailureWeightDelta / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AITriggerSuccessWeightDelta,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AITriggerSuccessWeightDelta / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AITriggerTrackRecordCoefficient,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AITriggerTrackRecordCoefficient / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AIUseTurbineUpgradeProbability,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AIUseTurbineUpgradeProbability / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlliedCrew,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AlliedCrew / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlliedDisguise,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AlliedDisguise / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlliedSurvivorDivisor,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AlliedSurvivorDivisor / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlliedWallTransparency,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AlliedWallTransparency / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlliesAllowed,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AlliesAllowed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于列表型条件、允许/禁止关系或筛选规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AllowAirstrike,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AllowAirstrike / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于列表型条件、允许/禁止关系或筛选规则，并可能涉及AI 行为、目标选择或威胁评估。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AllowBurrowing,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AllowBurrowing / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于列表型条件、允许/禁止关系或筛选规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AllowShroudedSubteranneanMoves,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AllowShroudedSubteranneanMoves / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于列表型条件、允许/禁止关系或筛选规则，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AllowWeaponSelectAgainstWalls,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AllowWeaponSelectAgainstWalls / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于列表型条件、允许/禁止关系或筛选规则，并可能涉及武器、开火或投射表现。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AllyParaDropInf,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AllyParaDropInf / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AllyParaDropNum,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AllyParaDropNum / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AllyReveal,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AllyReveal / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于侦察、雷达、隐形或伪装。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlphaImage,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AlphaImage / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlternateArcticArt,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AlternateArcticArt / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlternateFLH.ApplyVehicle,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AlternateFLH.ApplyVehicle / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlternateFLH.OnTurret,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AlternateFLH.OnTurret / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及图像、动画、炮口坐标或 UI 表现。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlternateFlightLevel,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AlternateFlightLevel / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及颜色、光照或视觉着色。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AltImage,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AltImage / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AlwaysConsideredThreat,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：AlwaysConsideredThreat / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及颜色、光照或视觉着色。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmbientChangeRate,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AmbientChangeRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及颜色、光照或视觉着色。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmbientChangeStep,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AmbientChangeStep / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于颜色、光照或视觉着色。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmbientDamage,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AmbientDamage / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及颜色、光照或视觉着色。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,AmbientSound,Reference,Yuri,community-reference-inferred-yuri-20260603,推断型字段：AmbientSound / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示，并可能涉及颜色、光照或视觉着色。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
