Priority,IntegrationBucket,MergeAction,Key,CurrentAppliesTo,CurrentQuality,RecommendedQuality,RecommendedDescription,SourceUrl,Decision
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,FireSupress,Global,auto-extracted,community-reviewed-firestorm-leftover-guardrail-p0-20260603,FireSupress 带 Firestorm/TS 遗留语义；RA2/YR 中不应作为普通 Global canonical，建议 obsolete guardrail 或移除。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,IceCrackingWeight,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,IceCrackingWeight 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,IceGrowthRate,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,IceGrowthRate 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,IceSolidifyFrameTime,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,IceSolidifyFrameTime 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,MaxVeinholeGrowth,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,MaxVeinholeGrowth 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,TiberiumExplosionDamage,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,TiberiumExplosionDamage 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,TiberiumLongScan,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,TiberiumLongScan 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,TiberiumStrength,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,TiberiumStrength 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,TiberiumTransmogrify,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,TiberiumTransmogrify 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,VeinDamage,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,VeinDamage 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,VeinholeGrowthRate,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,VeinholeGrowthRate 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P0,RemoveOrBacklog,MoveToObsoleteGuardrailOrRemove,VeinholeShrinkRate,Global,auto-extracted,community-reviewed-ts-leftover-guardrail-p0-20260603,VeinholeShrinkRate 更像 TS/Tiberium/Vein/Ice 遗留字段；如果 RA2/YR 没有稳定用途，应移除或保留为 obsolete guardrail。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,RemoveFromRuntimeOrBacklog,AI6666,AI,auto-extracted,source-insufficient-backlog-p1-20260603,未找到稳定公开来源支撑，当前说明只有“示例值为 no”；建议移出 BuiltIn runtime，避免伪权威。,https://modenc.renegadeprojects.com/AI,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToColorPaletteGuardrailOrBacklog,BrightWhite,Techno,auto-extracted,source-insufficient-color-fragment-p1-20260603,颜色/RGB/bitmask 片段，当前 appliesTo=Techno 不可信；建议移入颜色/调色板专门 backlog，避免污染 Techno 字段。,https://modenc.renegadeprojects.com/BrightWhite,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToPowerupsContextOrRemove,Cloak,Global,auto-extracted,community-reviewed-legacy-powerups-guardrail-p1-20260603,"该字段当前描述混入类似 Powerups/特殊动作列表的 key,value,yes 三元组，不应作为普通 [General] 字段直接展示；建议移入正确 section 或从 runtime 移除。",https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToPowerupsContextOrRemove,Darkness,Global,auto-extracted,community-reviewed-legacy-powerups-guardrail-p1-20260603,"该字段当前描述混入类似 Powerups/特殊动作列表的 key,value,yes 三元组，不应作为普通 [General] 字段直接展示；建议移入正确 section 或从 runtime 移除。",https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToPowerupsContextOrRemove,HealBase,Global,auto-extracted,community-reviewed-legacy-powerups-guardrail-p1-20260603,"该字段当前描述混入类似 Powerups/特殊动作列表的 key,value,yes 三元组，不应作为普通 [General] 字段直接展示；建议移入正确 section 或从 runtime 移除。",https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToColorPaletteGuardrailOrBacklog,HighWhite,Techno,auto-extracted,source-insufficient-color-fragment-p1-20260603,颜色/RGB/bitmask 片段，当前 appliesTo=Techno 不可信；建议移入颜色/调色板专门 backlog，避免污染 Techno 字段。,https://modenc.renegadeprojects.com/HighWhite,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToColorPaletteGuardrailOrBacklog,HighYellow,Techno,auto-extracted,source-insufficient-color-fragment-p1-20260603,颜色/RGB/bitmask 片段，当前 appliesTo=Techno 不可信；建议移入颜色/调色板专门 backlog，避免污染 Techno 字段。,https://modenc.renegadeprojects.com/HighYellow,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToPowerupsContextOrRemove,ICBM,Global,auto-extracted,community-reviewed-legacy-powerups-guardrail-p1-20260603,"该字段当前描述混入类似 Powerups/特殊动作列表的 key,value,yes 三元组，不应作为普通 [General] 字段直接展示；建议移入正确 section 或从 runtime 移除。",https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToColorPaletteGuardrailOrBacklog,MidWhite,Techno,auto-extracted,source-insufficient-color-fragment-p1-20260603,颜色/RGB/bitmask 片段，当前 appliesTo=Techno 不可信；建议移入颜色/调色板专门 backlog，避免污染 Techno 字段。,https://modenc.renegadeprojects.com/MidWhite,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToColorPaletteGuardrailOrBacklog,Purple,Techno,auto-extracted,source-insufficient-color-fragment-p1-20260603,颜色/RGB/bitmask 片段，当前 appliesTo=Techno 不可信；建议移入颜色/调色板专门 backlog，避免污染 Techno 字段。,https://modenc.renegadeprojects.com/Purple,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToPowerupsContextOrRemove,Reveal,Global,auto-extracted,community-reviewed-legacy-powerups-guardrail-p1-20260603,"该字段当前描述混入类似 Powerups/特殊动作列表的 key,value,yes 三元组，不应作为普通 [General] 字段直接展示；建议移入正确 section 或从 runtime 移除。",https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,MoveToPowerupsContextOrRemove,Squad,Global,auto-extracted,community-reviewed-legacy-powerups-guardrail-p1-20260603,"该字段当前描述混入类似 Powerups/特殊动作列表的 key,value,yes 三元组，不应作为普通 [General] 字段直接展示；建议移入正确 section 或从 runtime 移除。",https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,AICaptureLowMoney,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,AIPlayers,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,AIRestrictReplaceTime,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,AllowShroudedSubteranneanMoves,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,AnimToInfantry,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,AttackCursorOnDisguise,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,BarrelParticle,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,ChronoDistanceFactor,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,CurrentStrengthDamage,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,DamageFireTypes,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,Deacc,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,DefaultMirageDisguises,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,DeleteOnStateLimit,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,DominatorFirstAnim,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,DominatorSecondAnim,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,DrainMoneyFrameDelay,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,EMPulseSparkles,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,HoverDampen,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,Incoming,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,InfantryExplode,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,Lifetime,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,MovementPerturbationCoefficient,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,NumParticles,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,PadAircraft,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,ParticlesPerCoord,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,PositionPerturbationCoefficient,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,RadDurationMultiple,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,RadLevelMax,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,RadarEventSuppressionDistances,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,Scorches,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,SpiralDeltaPerCoord,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,UpgradeEliteSound,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,UpgradeVeteranSound,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,V3RocketLazyCurve,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,Velocity,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,VelocityPerturbationCoefficient,Global,auto-extracted,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,AlliedWallTransparency,Global,auto-extracted,auto-extracted,"对同盟国来说 墙是不是可以穿过(就是穿墙打敌人,而敌人必须打墙)",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,BarrelDebris,Global,auto-extracted,auto-extracted,"GASTANK,PIECE 爆炸碎片",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,BaseUnit,Global,auto-extracted,auto-extracted,"AMCV,SMCV,PCV 定义基地车",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,BlendedFog,Global,auto-extracted,auto-extracted,yes ra2无效代码,,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,ChronoTrigger,Global,auto-extracted,auto-extracted,是否让僵直时间和距离相关，是的话，距离越长僵直越久，否则的话将始终是个恒量,,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,Craters,Global,auto-extracted,auto-extracted,"CR1,CR2,CR3,CR4,CR5,CR6 弹坑类型",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,CreditTicks,Global,auto-extracted,auto-extracted,"CreditUp,CreditDown 扳手的声音",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,DeadBodies,Global,auto-extracted,auto-extracted,"DEATH_A,DEATH_B,DEATH_C,DEATH_D,DEATH_E,DEATH_F 步兵碎片动画",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,DropPod,Global,auto-extracted,auto-extracted,"DROPPOD,DROPPOD2 单位落地图象",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,ExplosiveVoxelDebris,Global,auto-extracted,auto-extracted,"GASTANK,PIECE 爆炸的VXL名称",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,FreeMCV,Global,auto-extracted,auto-extracted,"能随机产生基地车 [Powerups] 控制箱子内容的相关参数 分别控制 权重,动画,是否在水上出现,相关数值（比如钱数、属性提升倍数）",https://phobos.readthedocs.io/en/latest/_sources/Fixed-or-Improved-Logics.md.txt,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,GDI,Global,auto-extracted,auto-extracted,"British,French,Germans,Americans,Alliance GDI阵营国家注册",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,HarvesterUnit,Global,auto-extracted,auto-extracted,"HARV,CMIN 定义矿车",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,LaserInnerColor,Weapon,auto-extracted,auto-extracted,"激光中部颜色格式为R,G,B",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,LaserOuterColor,Weapon,auto-extracted,auto-extracted,"激光外部颜色格式为R,G,B",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,MultiEngineer,Global,auto-extracted,auto-extracted,no RA1一样多工程师,,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,Nod,Global,auto-extracted,auto-extracted,"Russians,Africans,Confederation,Arabs NOD阵营国家注册",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,OneFrameLight,Global,auto-extracted,auto-extracted,是否产生闪光 轨道炮粒子系统(特征为 在发射者和目标之间的连线上立刻产生一列螺旋分布的粒子) [XXXWeapon] …,,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,PrerequisiteBarracks,Global,auto-extracted,auto-extracted,"NAHAND,GAPILE,YABRCK 注册兵营",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,PrerequisiteFactory,Global,auto-extracted,auto-extracted,"GAWEAP,NAWEAP,YAWEAP 注册战车工厂",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,PrerequisitePower,Global,auto-extracted,auto-extracted,"GAPOWR,NAPOWR,NANRCT,YAPOWR 注册电场",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,PrerequisiteProc,Global,auto-extracted,auto-extracted,"GAREFN,NAREFN,YAREFN 注册矿山",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,PrerequisiteRadar,Global,auto-extracted,auto-extracted,"GAAIRC,NARADR,AMRADR,NAPSIS 注册雷达",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,PrerequisiteTech,Global,auto-extracted,auto-extracted,"GATECH,NATECH,YATECH 注册高科",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,Psychadelic,Techno,auto-extracted,auto-extracted,设为 yes 时,,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,RepairBay,Global,auto-extracted,auto-extracted,"GADEPT,NADEPT,CAOUTP 定义修理厂",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,SeparateAircraft,Global,auto-extracted,auto-extracted,yes TS残留语句 如果被设置为no 则所有带HoverPad=yes的建筑会自动生成PadAircraft=的第一个单位,,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,Shipyard,Global,auto-extracted,auto-extracted,"GAYARD,NAYARD,YAYARD 定义船厂",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,Surface,ArtObject,auto-extracted,auto-extracted,用作抛射体的动画,,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,WeatherConBolts,Global,auto-extracted,auto-extracted,"WCLBOLT1,WCLBOLT2,WCLBOLT3 闪电风暴闪电的动画",,RemovedFromRuntimeToBacklog
P2,RemoveOrBacklog,BacklogOrRewrite_AutoExtracted,WeatherConClouds,Global,auto-extracted,auto-extracted,"WCCLOUD1,WCCLOUD2,WCCLOUD3 闪电风暴云的动画",,RemovedFromRuntimeToBacklog
P1,RemoveOrBacklog,FixDescriptionOrBacklogIfNoSource,BuildSpeed,Global,manual-curated-yr-v3,community-reviewed-p1-needs-source-20260603,未归入明确字段族；建议二次查源，若无来源则不晋级，只做 guardrail 或 backlog。,https://modenc.renegadeprojects.com/General,SafetyKeptManualOrVerified
P1,RemoveOrBacklog,KeepAsInferredFallbackOrBacklog,DefaultLS640BkgdName,Global,community-reference-inferred-phobos-20260603,name-inferred-ui-fallback-p1-20260603,加载界面相关 UI 坐标/背景字段，缺少逐条官方来源；可保留为低权重 inferred fallback，但不要晋级 source-verified。,Docs/FieldRegistryInferredBacklogRecovery_2026-06-03.md,SafetyKeptAsInferredFallback
P1,RemoveOrBacklog,KeepAsInferredFallbackOrBacklog,DefaultLS640BriefLocX,Global,community-reference-inferred-phobos-20260603,name-inferred-ui-fallback-p1-20260603,加载界面相关 UI 坐标/背景字段，缺少逐条官方来源；可保留为低权重 inferred fallback，但不要晋级 source-verified。,Docs/FieldRegistryInferredBacklogRecovery_2026-06-03.md,SafetyKeptAsInferredFallback
P1,RemoveOrBacklog,KeepAsInferredFallbackOrBacklog,DefaultLS640BriefLocY,Global,community-reference-inferred-phobos-20260603,name-inferred-ui-fallback-p1-20260603,加载界面相关 UI 坐标/背景字段，缺少逐条官方来源；可保留为低权重 inferred fallback，但不要晋级 source-verified。,Docs/FieldRegistryInferredBacklogRecovery_2026-06-03.md,SafetyKeptAsInferredFallback
